requested_model,brand,model,component_group,component_name,is_pcb_or_board,pcb_type,evidence_count,guide_count,highest_confidence,source_urls
Samsung Galaxy S24,Samsung,Galaxy S24,Camera,Rear camera,False,,59,5,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Motherboard+Replacement/175127 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Motherboard+Replacement/175308 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Rear+Cameras+Replacement/175310 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Rear+Cameras+Replacement/175125 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785
Samsung Galaxy S24,Samsung,Galaxy S24,Connector,Charging port,False,,16,6,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+and+Battery+Assembly+Replacement/175347 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+USB-C+Port+and+Daughterboard+Replacement/175295 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+and+Battery+Assembly+Replacement/175577 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+USB-C+Port+and+Daughterboard+Replacement/175097 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24,Samsung,Galaxy S24,Connector,SIM card reader,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+and+Battery+Assembly+Replacement/175577
Samsung Galaxy S24,Samsung,Galaxy S24,Controls,Power / volume button assembly,False,,16,8,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Back+Cover+Replacement/175691 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24,Samsung,Galaxy S24,Display,Display assembly,False,,24,3,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+Replacement/175393 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+Replacement/175579 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801
Samsung Galaxy S24,Samsung,Galaxy S24,Housing,Back cover / rear glass,False,,280,27,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Back+Cover+Replacement/175059 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Battery+Replacement/175612 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Battery+Replacement/200645 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Earpiece+Speaker+Replacement/175126 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Front+Camera+Replacement/175146 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Motherboard+Replacement/175127 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Back+Cover+Replacement/175187 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Battery+Replacement/175392 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Earpiece+Speaker+Replacement/175299 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Front+Camera+Replacement/175346 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Motherboard+Replacement/175308 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Rear+Cameras+Replacement/175310 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+Replacement/175393 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+and+Battery+Assembly+Replacement/175347 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+USB-C+Port+and+Daughterboard+Replacement/175295 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Rear+Cameras+Replacement/175125 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+Replacement/175579 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+and+Battery+Assembly+Replacement/175577 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+USB-C+Port+and+Daughterboard+Replacement/175097 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Back+Cover+Replacement/175691 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24,Samsung,Galaxy S24,Housing,Frame / midframe,False,,10,10,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Earpiece+Speaker+Replacement/175126 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Front+Camera+Replacement/175146 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Motherboard+Replacement/175127 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Battery+Replacement/175392 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Motherboard+Replacement/175308 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Rear+Cameras+Replacement/175310 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+and+Battery+Assembly+Replacement/175347 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Rear+Cameras+Replacement/175125 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+and+Battery+Assembly+Replacement/175577 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800
Samsung Galaxy S24,Samsung,Galaxy S24,Interconnect,Flex cable,False,,2,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Battery+Replacement/200645
Samsung Galaxy S24,Samsung,Galaxy S24,Mechanical / sealing,Adhesive / gasket,False,,6,6,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Battery+Replacement/175612 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Battery+Replacement/175392 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+Replacement/175393 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+Replacement/175579 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801
Samsung Galaxy S24,Samsung,Galaxy S24,PCB / board,Daughterboard,True,Daughterboard,57,15,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Battery+Replacement/175612 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Motherboard+Replacement/175127 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Battery+Replacement/175392 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Motherboard+Replacement/175308 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Rear+Cameras+Replacement/175310 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+and+Battery+Assembly+Replacement/175347 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+USB-C+Port+and+Daughterboard+Replacement/175295 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Rear+Cameras+Replacement/175125 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+and+Battery+Assembly+Replacement/175577 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+USB-C+Port+and+Daughterboard+Replacement/175097 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24,Samsung,Galaxy S24,PCB / board,Main logic board,True,Main logic board,161,23,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Battery+Replacement/175612 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Earpiece+Speaker+Replacement/175126 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Front+Camera+Replacement/175146 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Motherboard+Replacement/175127 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Battery+Replacement/175392 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Earpiece+Speaker+Replacement/175299 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Front+Camera+Replacement/175346 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Motherboard+Replacement/175308 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Rear+Cameras+Replacement/175310 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+Replacement/175393 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+and+Battery+Assembly+Replacement/175347 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+USB-C+Port+and+Daughterboard+Replacement/175295 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Rear+Cameras+Replacement/175125 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+Replacement/175579 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+and+Battery+Assembly+Replacement/175577 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+USB-C+Port+and+Daughterboard+Replacement/175097 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24,Samsung,Galaxy S24,Power,Battery,False,,176,27,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Back+Cover+Replacement/175059 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Battery+Replacement/175612 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Battery+Replacement/200645 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Earpiece+Speaker+Replacement/175126 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Front+Camera+Replacement/175146 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Motherboard+Replacement/175127 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Back+Cover+Replacement/175187 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Battery+Replacement/175392 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Earpiece+Speaker+Replacement/175299 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Front+Camera+Replacement/175346 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Motherboard+Replacement/175308 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Rear+Cameras+Replacement/175310 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+Replacement/175393 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+and+Battery+Assembly+Replacement/175347 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+USB-C+Port+and+Daughterboard+Replacement/175295 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Rear+Cameras+Replacement/175125 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+Replacement/175579 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+and+Battery+Assembly+Replacement/175577 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+USB-C+Port+and+Daughterboard+Replacement/175097 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Back+Cover+Replacement/175691 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24,Samsung,Galaxy S24,Power / wireless,Wireless charging coil,False,,179,24,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Battery+Replacement/175612 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Battery+Replacement/200645 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Earpiece+Speaker+Replacement/175126 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Front+Camera+Replacement/175146 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Motherboard+Replacement/175127 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Battery+Replacement/175392 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Earpiece+Speaker+Replacement/175299 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Front+Camera+Replacement/175346 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Motherboard+Replacement/175308 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Rear+Cameras+Replacement/175310 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+Replacement/175393 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+Screen+and+Battery+Assembly+Replacement/175347 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Plus+USB-C+Port+and+Daughterboard+Replacement/175295 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Rear+Cameras+Replacement/175125 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+Replacement/175579 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Screen+and+Battery+Assembly+Replacement/175577 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+USB-C+Port+and+Daughterboard+Replacement/175097 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24,Samsung,Galaxy S24,Sensor,Fingerprint sensor,False,,5,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Audio,Earpiece speaker,False,,30,4,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Audio,Loudspeaker,False,,63,7,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Audio,Microphone,False,,3,3,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+SIM+Card+Tray+Replacement/175778 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Camera,Camera module,False,,7,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Camera,Front camera,False,,24,4,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Camera,Rear camera,False,,9,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Connector,Charging port,False,,4,2,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Controls,Power / volume button assembly,False,,16,8,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Back+Cover+Replacement/175691 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Display,Display assembly,False,,12,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Housing,Back cover / rear glass,False,,64,8,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Back+Cover+Replacement/175691 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Housing,Frame / midframe,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Mechanical / sealing,Adhesive / gasket,False,,2,2,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,PCB / board,Daughterboard,True,Daughterboard,22,5,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,PCB / board,Main logic board,True,Main logic board,42,7,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
